customer_id,region,device,industry,converted,product,revenue,acq_date
CUST_F899139D,APAC,Desktop,Education,False,,0,
CUST_38B3EFF8,LATAM,Mobile,Education,False,,0,
CUST_EC895663,North America,Desktop,Manufacturing,False,,0,
CUST_6974CE5A,North America,Desktop,Healthcare,True,Starter Plan,360,2025-04-08 08:53:39
CUST_C9E1074F,APAC,Tablet,Media,False,,0,
CUST_65B9EEA6,MEA,Desktop,Healthcare,False,,0,
CUST_F0935E4C,MEA,Desktop,Tech,False,,0,
CUST_A97DA629,North America,Mobile,Tech,True,Add-on Bundle,240,2024-10-09 21:34:49
CUST_A3C65C29,APAC,Desktop,Education,False,,0,
CUST_2723D092,North America,Desktop,Manufacturing,False,,0,
CUST_5F93F983,LATAM,Desktop,Education,False,,0,
CUST_698D51A1,APAC,Desktop,Retail,False,,0,
CUST_7F6FFAA6,Europe,Tablet,Manufacturing,True,Add-on Bundle,240,2024-11-11 09:47:23
CUST_73278A4A,North America,Mobile,Manufacturing,False,,0,
CUST_5FD0B37C,MEA,Mobile,Education,True,Add-on Bundle,240,2024-12-27 04:00:29
CUST_2B44928A,Europe,Mobile,Logistics,False,,0,
CUST_C45147DE,Europe,Mobile,Healthcare,False,,0,
CUST_EB160DE1,North America,Desktop,Tech,True,Starter Plan,360,2025-06-06 13:49:13
CUST_5EF05993,Europe,Mobile,Retail,False,,0,
CUST_07E1CD7D,LATAM,Desktop,Healthcare,True,Pro Plan,1200,2024-12-19 17:34:21
CUST_DA4FB5C6,MEA,Mobile,Tech,False,,0,
CUST_4C56FF4C,LATAM,Mobile,Logistics,False,,0,
CUST_A0A080F4,Europe,Desktop,Finance,False,,0,
CUST_202CB962,North America,Desktop,Media,False,,0,
CUST_C8FFE9A5,North America,Desktop,Tech,True,Add-on Bundle,240,2024-04-04 06:17:17
CUST_3DEF184A,LATAM,Desktop,Education,False,,0,
CUST_069059B7,LATAM,Mobile,Media,False,,0,
CUST_EC5DECCA,MEA,Mobile,Logistics,False,,0,
CUST_76DC611D,LATAM,Desktop,Logistics,False,,0,
CUST_D1F491A4,APAC,Desktop,Logistics,True,Pro Plan,1200,2025-05-01 19:26:15
CUST_9B861925,North America,Desktop,Manufacturing,True,Add-on Bundle,240,2024-07-01 03:16:37
CUST_1AFA34A7,MEA,Desktop,Healthcare,True,Starter Plan,360,2024-04-17 11:28:46
CUST_65DED535,Europe,Desktop,Tech,True,Add-on Bundle,240,2024-02-19 21:18:45
CUST_9FC3D715,APAC,Desktop,Logistics,False,,0,
CUST_02522A2B,Europe,Tablet,Media,False,,0,
CUST_7F1DE29E,MEA,Desktop,Finance,False,,0,
CUST_42A0E188,MEA,Desktop,Media,False,,0,
CUST_3988C7F8,APAC,Mobile,Manufacturing,False,,0,
CUST_013D4071,LATAM,Desktop,Tech,False,,0,
CUST_E00DA03B,APAC,Tablet,Media,False,,0,
CUST_1385974E,LATAM,Tablet,Education,False,,0,
CUST_0F28B5D4,LATAM,Desktop,Retail,False,,0,
CUST_A8BAA565,Europe,Desktop,Finance,False,,0,
CUST_903CE922,MEA,Desktop,Finance,False,,0,
CUST_0A09C884,Europe,Desktop,Logistics,True,Add-on Bundle,240,2024-05-21 03:40:28
CUST_2B24D495,APAC,Desktop,Tech,True,Add-on Bundle,240,2024-12-19 04:12:35
CUST_A5E00132,LATAM,Mobile,Manufacturing,False,,0,
CUST_8D5E957F,LATAM,Desktop,Manufacturing,False,,0,
CUST_47D1E990,LATAM,Desktop,Finance,False,,0,
CUST_F2217062,North America,Desktop,Education,False,,0,
CUST_7EF605FC,North America,Tablet,Finance,True,Enterprise Plan,4800,2024-07-11 01:41:41
CUST_A8F15EDA,MEA,Desktop,Retail,True,Enterprise Plan,4800,2024-07-04 06:48:00
CUST_37A749D8,MEA,Desktop,Tech,True,Enterprise Plan,4800,2024-12-27 04:51:42
CUST_B3E3E393,APAC,Desktop,Retail,False,,0,
CUST_1D7F7ABC,North America,Tablet,Retail,False,,0,
CUST_2A79EA27,North America,Desktop,Finance,False,,0,
CUST_1C9AC015,MEA,Mobile,Media,False,,0,
CUST_6C4B761A,Europe,Mobile,Healthcare,False,,0,
CUST_06409663,Europe,Desktop,Healthcare,False,,0,
CUST_140F6969,APAC,Mobile,Healthcare,False,,0,
CUST_B73CE398,MEA,Desktop,Finance,False,,0,
CUST_BD4C9AB7,LATAM,Mobile,Education,False,,0,
CUST_82AA4B0A,North America,Mobile,Media,True,Starter Plan,360,2025-01-15 18:01:19
CUST_0777D5C1,LATAM,Desktop,Retail,True,Starter Plan,360,2024-12-04 06:04:07
CUST_FA7CDFAD,MEA,Desktop,Logistics,True,Starter Plan,360,2024-12-27 01:52:30
CUST_9766527F,MEA,Mobile,Manufacturing,False,,0,
CUST_7E7757B1,Europe,Desktop,Healthcare,False,,0,
CUST_5878A7AB,Europe,Desktop,Logistics,True,Add-on Bundle,240,2025-03-18 14:46:02
CUST_006F52E9,LATAM,Desktop,Education,False,,0,
CUST_36366388,Europe,Mobile,Logistics,True,Starter Plan,360,2024-06-13 18:12:02
CUST_149E9677,APAC,Mobile,Education,False,,0,
CUST_A4A042CF,MEA,Desktop,Finance,True,Starter Plan,360,2025-02-05 06:37:47
CUST_1FF8A7B5,North America,Desktop,Tech,False,,0,
CUST_F7E6C855,LATAM,Desktop,Tech,False,,0,
CUST_BF822969,LATAM,Mobile,Logistics,False,,0,
CUST_82161242,North America,Desktop,Manufacturing,False,,0,
CUST_38AF8613,APAC,Mobile,Education,True,Pro Plan,1200,2025-01-02 14:12:53
CUST_96DA2F59,APAC,Desktop,Media,False,,0,
CUST_8F855179,MEA,Tablet,Education,False,,0,
CUST_8F53295A,LATAM,Desktop,Manufacturing,False,,0,
CUST_045117B0,North America,Desktop,Tech,True,Pro Plan,1200,2024-09-02 02:14:24
CUST_FC221309,Europe,Desktop,Tech,True,Pro Plan,1200,2025-01-11 02:06:57
CUST_4C5BDE74,North America,Tablet,Tech,True,Starter Plan,360,2024-08-18 02:26:03
CUST_CEDEBB6E,APAC,Mobile,Finance,True,Pro Plan,1200,2025-02-18 20:59:59
CUST_6CDD60EA,North America,Desktop,Manufacturing,True,Enterprise Plan,4800,2025-06-25 16:48:08
CUST_EECCA5B6,LATAM,Mobile,Healthcare,False,,0,
CUST_9872ED9F,MEA,Mobile,Manufacturing,False,,0,
CUST_31FEFC0E,LATAM,Mobile,Education,False,,0,
CUST_9DCB88E0,APAC,Desktop,Logistics,True,Enterprise Plan,4800,2024-03-29 14:44:18
CUST_A2557A7B,LATAM,Desktop,Logistics,False,,0,
CUST_CFECDB27,Europe,Desktop,Retail,True,Enterprise Plan,4800,2025-03-13 04:05:25
CUST_0AA1883C,North America,Mobile,Tech,False,,0,
CUST_58A2FC6E,MEA,Tablet,Tech,True,Add-on Bundle,240,2025-02-09 21:27:29
CUST_BD686FD6,LATAM,Mobile,Manufacturing,False,,0,
CUST_A597E505,LATAM,Desktop,Manufacturing,False,,0,
CUST_0336DCBA,North America,Desktop,Healthcare,False,,0,
CUST_084B6FBB,Europe,Mobile,Tech,False,,0,
CUST_85D8CE59,Europe,Mobile,Tech,True,Enterprise Plan,4800,2024-05-15 00:07:09
CUST_0E65972D,Europe,Mobile,Finance,False,,0,
CUST_84D9EE44,MEA,Mobile,Logistics,False,,0,
CUST_3644A684,APAC,Mobile,Manufacturing,True,Pro Plan,1200,2024-12-18 15:45:26
CUST_757B505C,APAC,Desktop,Tech,True,Pro Plan,1200,2024-11-26 05:09:53
CUST_854D6FAE,Europe,Desktop,Manufacturing,True,Pro Plan,1200,2024-04-20 11:28:35
CUST_E2C0BE24,APAC,Mobile,Manufacturing,True,Pro Plan,1200,2024-12-07 02:24:49
CUST_274AD478,LATAM,Mobile,Manufacturing,True,Starter Plan,360,2025-01-23 17:28:39
CUST_EAE27D77,LATAM,Desktop,Healthcare,False,,0,
CUST_7EABE3A1,LATAM,Desktop,Education,False,,0,
CUST_69ADC1E1,North America,Mobile,Healthcare,False,,0,
CUST_091D584F,APAC,Desktop,Finance,True,Enterprise Plan,4800,2024-05-16 01:47:30
CUST_B1D10E7B,LATAM,Desktop,Manufacturing,False,,0,
CUST_6F3EF77A,LATAM,Desktop,Healthcare,True,Add-on Bundle,240,2024-12-31 01:37:43
CUST_EB163727,APAC,Mobile,Education,False,,0,
CUST_1534B76D,Europe,Mobile,Education,False,,0,
CUST_979D472A,LATAM,Desktop,Manufacturing,False,,0,
CUST_CA46C1B9,LATAM,Mobile,Finance,False,,0,
CUST_3B8A6142,APAC,Desktop,Manufacturing,False,,0,
CUST_45FBC6D3,LATAM,Desktop,Finance,False,,0,
CUST_63DC7ED1,MEA,Mobile,Logistics,False,,0,
CUST_E96ED478,Europe,Mobile,Education,False,,0,
CUST_C0E190D8,LATAM,Mobile,Logistics,False,,0,
CUST_EC8CE6AB,Europe,Mobile,Manufacturing,False,,0,
CUST_060AD924,APAC,Mobile,Logistics,False,,0,
CUST_BCBE3365,LATAM,Desktop,Healthcare,False,,0,
CUST_115F8950,Europe,Desktop,Manufacturing,True,Pro Plan,1200,2025-03-03 20:23:00
CUST_13FE9D84,North America,Desktop,Tech,True,Add-on Bundle,240,2024-03-29 03:04:06
CUST_D1C38A09,North America,Desktop,Retail,False,,0,
CUST_9CFDF10E,APAC,Tablet,Manufacturing,False,,0,
CUST_705F2172,LATAM,Desktop,Logistics,False,,0,
CUST_74DB120F,LATAM,Mobile,Tech,True,Pro Plan,1200,2025-04-10 13:12:29
CUST_57AEEE35,Europe,Mobile,Healthcare,False,,0,
CUST_6DA9003B,APAC,Mobile,Manufacturing,True,Add-on Bundle,240,2024-01-02 23:49:11
CUST_9B04D152,MEA,Desktop,Logistics,True,Starter Plan,360,2024-04-25 10:01:09
CUST_BE83AB3E,LATAM,Mobile,Education,False,,0,
CUST_E1654211,MEA,Desktop,Media,False,,0,
CUST_289DFF07,APAC,Desktop,Tech,False,,0,
CUST_577EF115,Europe,Mobile,Media,False,,0,
CUST_01161AAA,North America,Desktop,Education,True,Add-on Bundle,240,2025-01-02 08:54:58
CUST_539FD53B,LATAM,Desktop,Media,False,,0,
CUST_AC1DD209,Europe,Mobile,Logistics,False,,0,
CUST_555D6702,Europe,Desktop,Education,False,,0,
CUST_335F5352,LATAM,Tablet,Healthcare,False,,0,
CUST_F340F1B1,LATAM,Tablet,Finance,False,,0,
CUST_E4A6222C,LATAM,Tablet,Retail,False,,0,
CUST_CB70AB37,APAC,Desktop,Media,True,Starter Plan,360,2025-05-19 17:49:59
CUST_9188905E,MEA,Desktop,Media,True,Starter Plan,360,2024-09-02 22:59:30
CUST_0266E33D,LATAM,Tablet,Finance,False,,0,
CUST_38DB3AED,Europe,Desktop,Manufacturing,False,,0,
CUST_3CEC07E9,North America,Tablet,Media,False,,0,
CUST_621BF66D,North America,Tablet,Logistics,False,,0,
CUST_077E29B1,North America,Mobile,Finance,True,Starter Plan,360,2024-09-08 22:46:55
CUST_6C9882BB,APAC,Desktop,Education,False,,0,
CUST_19F3CD30,Europe,Desktop,Tech,False,,0,
CUST_03C6B069,MEA,Mobile,Retail,False,,0,
CUST_C24CD76E,MEA,Desktop,Media,True,Enterprise Plan,4800,2025-04-26 08:14:18
CUST_C52F1BD6,LATAM,Desktop,Retail,False,,0,
CUST_FE131D7F,LATAM,Mobile,Manufacturing,True,Starter Plan,360,2025-06-01 22:48:43
CUST_F718499C,APAC,Tablet,Retail,True,Add-on Bundle,240,2024-02-27 08:53:08
CUST_D96409BF,APAC,Mobile,Manufacturing,False,,0,
CUST_502E4A16,LATAM,Mobile,Manufacturing,False,,0,
CUST_CFA0860E,APAC,Desktop,Tech,False,,0,
CUST_A4F23670,LATAM,Mobile,Healthcare,False,,0,
CUST_B1A59B31,MEA,Tablet,Manufacturing,True,Starter Plan,360,2025-06-27 03:30:24
CUST_36660E59,APAC,Desktop,Finance,True,Add-on Bundle,240,2025-03-15 13:40:53
CUST_8C19F571,North America,Desktop,Logistics,False,,0,
CUST_D6BAF65E,APAC,Mobile,Tech,False,,0,
CUST_E56954B4,APAC,Mobile,Tech,False,,0,
CUST_F7664060,MEA,Mobile,Manufacturing,False,,0,
CUST_EDA80A3D,Europe,Mobile,Healthcare,False,,0,
CUST_8F121CE0,North America,Desktop,Manufacturing,False,,0,
CUST_06138BC5,North America,Desktop,Education,False,,0,
CUST_39059724,North America,Mobile,Manufacturing,False,,0,
CUST_7F100B7B,LATAM,Mobile,Retail,False,,0,
CUST_7A614FD0,MEA,Mobile,Manufacturing,True,Starter Plan,360,2024-05-07 19:19:49
CUST_4734BA6F,APAC,Tablet,Education,True,Add-on Bundle,240,2024-03-30 10:55:08
CUST_D947BF06,North America,Desktop,Retail,False,,0,
CUST_63923F49,Europe,Desktop,Media,False,,0,
CUST_DB8E1AF0,MEA,Mobile,Education,False,,0,
CUST_20F07591,North America,Mobile,Manufacturing,True,Add-on Bundle,240,2025-02-20 18:25:58
CUST_07CDFD23,APAC,Mobile,Media,True,Starter Plan,360,2025-05-10 23:25:15
CUST_D3957710,North America,Mobile,Tech,False,,0,
CUST_92C8C96E,MEA,Mobile,Education,False,,0,
CUST_E3796AE8,Europe,Desktop,Healthcare,False,,0,
CUST_6A9AEDDF,LATAM,Desktop,Manufacturing,False,,0,
CUST_0F49C89D,North America,Desktop,Retail,False,,0,
CUST_46BA9F2A,APAC,Mobile,Logistics,True,Enterprise Plan,4800,2024-03-31 04:38:33
CUST_0E01938F,LATAM,Desktop,Logistics,True,Pro Plan,1200,2024-10-15 04:09:21
CUST_16A5CDAE,MEA,Desktop,Media,False,,0,
CUST_918317B5,Europe,Desktop,Media,False,,0,
CUST_48AEDB88,LATAM,Desktop,Media,False,,0,
CUST_839AB468,APAC,Mobile,Finance,False,,0,
CUST_F90F2ACA,Europe,Desktop,Logistics,False,,0,
CUST_9C838D2E,Europe,Desktop,Education,False,,0,
CUST_17000029,MEA,Mobile,Education,True,Starter Plan,360,2024-02-17 00:44:07
CUST_53C3BCE6,Europe,Desktop,Healthcare,False,,0,
CUST_6883966F,LATAM,Desktop,Healthcare,False,,0,
CUST_49182F81,MEA,Desktop,Finance,False,,0,
CUST_D296C101,Europe,Mobile,Retail,True,Starter Plan,360,2025-03-14 12:29:46
CUST_9FD81843,MEA,Desktop,Tech,True,Pro Plan,1200,2024-06-29 23:24:36
CUST_26E359E8,Europe,Mobile,Finance,False,,0,
CUST_EF0D3930,Europe,Desktop,Manufacturing,True,Pro Plan,1200,2024-05-15 12:51:43
CUST_94F6D7E0,Europe,Desktop,Finance,True,Enterprise Plan,4800,2024-10-05 06:07:12
CUST_34ED066D,Europe,Desktop,Education,False,,0,
CUST_577BCC91,North America,Desktop,Retail,True,Starter Plan,360,2024-11-22 23:16:24
CUST_11B9842E,North America,Mobile,Logistics,False,,0,
CUST_37BC2F75,APAC,Mobile,Healthcare,False,,0,
CUST_496E05E1,Europe,Tablet,Finance,False,,0,
CUST_B2EB7349,MEA,Desktop,Manufacturing,False,,0,
CUST_8E98D81F,North America,Desktop,Finance,False,,0,
CUST_A8C88A00,LATAM,Mobile,Media,False,,0,
CUST_EDDEA82A,LATAM,Desktop,Logistics,False,,0,
CUST_06EB61B8,APAC,Desktop,Retail,True,Enterprise Plan,4800,2024-02-21 00:24:20
CUST_9DFCD5E5,LATAM,Desktop,Manufacturing,True,Starter Plan,360,2024-12-18 09:52:06
CUST_950A4152,LATAM,Desktop,Healthcare,False,,0,
CUST_158F3069,North America,Tablet,Tech,False,,0,
CUST_75887499,Europe,Mobile,Media,False,,0,
CUST_AD13A2A0,LATAM,Mobile,Media,False,,0,
CUST_3FE94A00,North America,Desktop,Education,False,,0,
CUST_5B8ADD2A,APAC,Desktop,Education,False,,0,
CUST_432ACA3A,LATAM,Desktop,Healthcare,False,,0,
CUST_8D3BBA74,North America,Desktop,Media,True,Enterprise Plan,4800,2024-03-16 00:05:29
CUST_32072254,APAC,Desktop,Retail,False,,0,
CUST_CAF1A3DF,MEA,Mobile,Education,False,,0,
CUST_5737C6EC,LATAM,Mobile,Education,False,,0,
CUST_BC6DC48B,LATAM,Desktop,Finance,False,,0,
CUST_F2FC9902,MEA,Tablet,Manufacturing,False,,0,
CUST_89F0FD5C,MEA,Mobile,Tech,False,,0,
CUST_A666587A,Europe,Mobile,Healthcare,True,Add-on Bundle,240,2024-09-28 22:35:52
CUST_B83AAC23,APAC,Mobile,Healthcare,False,,0,
CUST_CD00692C,MEA,Desktop,Tech,False,,0,
CUST_6FAA8040,MEA,Desktop,Finance,False,,0,
CUST_FE73F687,APAC,Desktop,Finance,False,,0,
CUST_6DA37DD3,APAC,Mobile,Education,True,Starter Plan,360,2024-01-05 17:49:12
CUST_C042F4DB,MEA,Desktop,Media,True,Pro Plan,1200,2024-02-24 01:09:58
CUST_310DCBBF,North America,Desktop,Tech,True,Enterprise Plan,4800,2024-10-19 04:46:19
CUST_2F2B2656,APAC,Desktop,Retail,False,,0,
CUST_F9B902FC,APAC,Desktop,Healthcare,False,,0,
CUST_6855456E,Europe,Mobile,Retail,False,,0,
CUST_357A6FDF,North America,Mobile,Healthcare,False,,0,
CUST_819F46E5,LATAM,Desktop,Logistics,True,Add-on Bundle,240,2024-11-17 16:56:40
CUST_04025959,APAC,Desktop,Media,True,Enterprise Plan,4800,2024-03-27 03:08:06
CUST_40008B9A,MEA,Desktop,Manufacturing,True,Add-on Bundle,240,2024-02-05 06:38:27
CUST_3DD48AB3,North America,Desktop,Tech,True,Enterprise Plan,4800,2024-08-22 02:51:50
CUST_58238E9A,Europe,Desktop,Manufacturing,False,,0,
CUST_3AD7C2EB,North America,Desktop,Logistics,True,Enterprise Plan,4800,2024-11-30 11:59:28
CUST_B3967A0E,MEA,Desktop,Tech,True,Add-on Bundle,240,2025-01-23 13:33:57
CUST_D81F9C1B,APAC,Mobile,Healthcare,False,,0,
CUST_13F9896D,North America,Mobile,Media,False,,0,
CUST_C5FF2543,APAC,Desktop,Media,True,Enterprise Plan,4800,2025-03-21 08:56:41
CUST_01386BD6,LATAM,Desktop,Manufacturing,False,,0,
CUST_0BB4AEC1,APAC,Mobile,Retail,True,Enterprise Plan,4800,2025-04-25 02:41:24
CUST_9DE6D14F,APAC,Desktop,Healthcare,False,,0,
CUST_EFE93778,North America,Mobile,Tech,False,,0,
CUST_371BCE7D,LATAM,Mobile,Healthcare,False,,0,
CUST_138BB069,APAC,Desktop,Education,False,,0,
CUST_8DD48D6A,North America,Desktop,Healthcare,True,Pro Plan,1200,2025-02-16 03:11:26
CUST_82CEC960,APAC,Mobile,Education,False,,0,
CUST_6C524F9D,Europe,Desktop,Tech,False,,0,
CUST_FB7B9FFA,Europe,Mobile,Retail,True,Starter Plan,360,2025-04-12 21:31:51
CUST_AA942AB2,Europe,Tablet,Logistics,True,Enterprise Plan,4800,2024-12-26 08:42:43
CUST_C058F544,MEA,Mobile,Logistics,False,,0,
CUST_E7B24B11,MEA,Desktop,Education,False,,0,
CUST_52720E00,APAC,Mobile,Retail,False,,0,
CUST_C3E878E2,LATAM,Desktop,Logistics,False,,0,
CUST_00411460,APAC,Desktop,Finance,False,,0,
CUST_BAC9162B,North America,Tablet,Manufacturing,False,,0,
CUST_9BE40CEE,North America,Desktop,Finance,False,,0,
CUST_5EF698CD,APAC,Tablet,Healthcare,False,,0,
CUST_05049E90,North America,Tablet,Media,False,,0,
CUST_CF004FDC,MEA,Desktop,Finance,False,,0,
CUST_0C74B7F7,MEA,Desktop,Tech,False,,0,
CUST_D709F38E,LATAM,Desktop,Retail,False,,0,
CUST_41F1F191,LATAM,Desktop,Healthcare,False,,0,
CUST_24B16FED,APAC,Desktop,Healthcare,False,,0,
CUST_FFD52F3C,Europe,Mobile,Finance,False,,0,
CUST_AD972F10,LATAM,Desktop,Retail,True,Add-on Bundle,240,2024-10-09 15:32:58
CUST_F61D6947,APAC,Desktop,Media,False,,0,
CUST_142949DF,APAC,Mobile,Finance,False,,0,
CUST_D34AB169,APAC,Desktop,Healthcare,False,,0,
CUST_8BF1211F,MEA,Mobile,Media,False,,0,
CUST_A02FFD91,APAC,Desktop,Healthcare,True,Pro Plan,1200,2025-03-28 15:03:06
CUST_BCA82E41,APAC,Desktop,Manufacturing,False,,0,
CUST_00EC53C4,LATAM,Mobile,Retail,False,,0,
